Claim|Source Name|Source URL|Verdict|Review Publication Date|Image URL|Tags
FLAVIO BOLSONARO DIZ QUE VITÃ“RIA SERÃ NO 1Âº TURNO|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/VIDEO-FLAVIO-BOLSONARO-PRIMEIRO-TURNO-ELAICOES-2022/|FALSO|2025-12-11 08:00:00|HTTPS://ENCRYPTED-TBN3.GSTATIC.COM/IMAGES?Q=TBN:AND9GCTCUH6RAVV-PRDNRNWUAI0YEE6WM5ZZ1LEETS4GRW6HGVDHQWVG|['FlÃ¡vio Bolsonaro']
JAQUES WAGNER PROPÃ”S ADIAR ELEIÃ‡ÃƒO DE 2026|AOS FATOS|HTTPS://WWW.AOSFATOS.ORG/NOTICIAS/JAQUES-WAGNER-NAO-DEFENDEU-ADIAR-ELEICOES-DE-2026/|FALSO|2025-10-07 07:00:00|HTTPS://ENCRYPTED-TBN2.GSTATIC.COM/IMAGES?Q=TBN:AND9GCSJQVRJB32PLPMBGZQ_I02VUL746VGS5WDAWVZMMYRQNA7FVNYR|['Jaques Wagner', 'EleiÃ§Ã£o', '2026']
LÃDER DO GOVERNO NO SENADO, JAQUES WAGNER PROPÃ•E ADIAR ELEIÃ‡Ã•ES DE 2026|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/JAQUES-WAGNER-PROPOE-ADIAR-ELEICAO-2026-ENGANOSO/|FALSO|2025-10-07 07:00:00|HTTPS://ENCRYPTED-TBN3.GSTATIC.COM/IMAGES?Q=TBN:AND9GCQUJGYDKXRW9JNQJYPD8WNXSQAMKHDPPKTD8DJIBP7PPMNUJRF8|['Jaques Wagner', 'EleiÃ§Ã£o', 'Governo', 'Senado Federal do Brasil', 'Chefe de governo']
FOI DECLARADA HOJE UMA NOVA SANÃ‡ÃƒO QUE PODE ELEGER O CAPITÃƒO EM 2026, MAS QUE PARA ISSO ACONTEÃ‡A ELE PRECISA DA SUA AJUDA. O STF DETERMINOU QUE SE A MULTA DE 30 MILHÃ•ES FOR PAGA NA DATA PREVISTA, O LÃDER PODE CONCORRER Ã€ PRESIDÃŠNCIA EM 2026.|OBSERVADOR|HTTPS://OBSERVADOR.PT/FACTCHECKS/FACT-CHECK-BOLSONARO-PODE-CONCORRER-AS-ELEICOES-PRESIDENCIAIS-DE-PAGAR-MULTA-DE-30-MILHOES/|FALSO||HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCTADCTWXJKK3C4HGBDESODJVXCPYDTK8HV0PR7JKSEAWXG2FU4Y|['Presidente do Brasil', 'Multa', 'SanÃ§Ã£o jurÃ­dica', 'Supremo Tribunal Federal', '2026']
INVESTIGAÃ‡ÃƒO REVELA QUE PCC LAVAVA DINHEIRO NA GENIAL INVESTIMENTO E FINANCIAVA PESQUISA ELEITORAL A FAVOR DE LULA DA QUAEST|UOL NOTÃCIAS|HTTPS://NOTICIAS.UOL.COM.BR/CONFERE/ULTIMAS-NOTICIAS/2025/09/02/INVESTIGACAO-NAO-APONTA-QUE-PCC-PAGOU-POR-PESQUISAS-ELEITORAIS.HTM|FALSO|2025-09-02 07:00:00|HTTPS://ENCRYPTED-TBN3.GSTATIC.COM/IMAGES?Q=TBN:AND9GCQFHUJWHFL12FV65A2ZTG8TCRFPZBE9IGAFMVFREAZ339XEDWUH|['Primeiro Comando da Capital', 'Pesquisa', 'EleiÃ§Ã£o', 'Luiz InÃ¡cio Lula da Silva', 'Dinheiro', 'Investimento']
BARROSO PAGOU R$ 9 MILHÃ•ES A PARTIDOS PARA DERRUBAR A PEC DO VOTO IMPRESSO, COMPROU MICROCHIPS DE TAIWAN COM MILHÃ•ES DE VOTOS PARA LULA E DESTRUIU CERCA DE 200 MIL URNAS QUE ESCONDIAM PROVAS DA FRAUDE ELEITORAL DE 2022|AOS FATOS|HTTPS://WWW.AOSFATOS.ORG/NOTICIAS/VIDEO-MENTIRAS-ATUACAO-BARROSO-TSE-ALEGAR-FRAUDE-EM-2022/|FALSO|2025-08-11 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCS_CIH6R_9H_M8HTMSB6XUCILXL1U9QBR9SMXV9G4YICDFB88HS|['LuÃ­s Roberto Barroso', 'Fraude', 'EleiÃ§Ã£o', 'VotaÃ§Ã£o', 'Urna eleitoral', 'Luiz InÃ¡cio Lula da Silva', 'Fraude eleitoral', 'Comprovante de votaÃ§Ã£o verificado pelo eleitor', 'Partido polÃ­tico']
LULA DEFENDE MENOS ELEIÃ‡Ã•ES|UOL NOTÃCIAS|HTTPS://NOTICIAS.UOL.COM.BR/COMPROVA/ULTIMAS-NOTICIAS/2025/07/29/VIDEO-DISTORCE-FALA-DE-LULA-PARA-ATRIBUIR-A-ELE-ATAQUE-A-DEMOCRACIA.HTM|FALSO|2025-07-29 07:00:00|HTTPS://ENCRYPTED-TBN3.GSTATIC.COM/IMAGES?Q=TBN:AND9GCTDEOW1FPG_ZWKAG5ZGG0NACWKFP-5E6F9BEE90BPYMHTSRTIFU|['Luiz InÃ¡cio Lula da Silva', 'EleiÃ§Ã£o']
LULA DECLARA QUE ELEIÃ‡Ã•ES A CADA 4 OU 5 ANOS â€˜NÃƒO SÃƒO SUFICIENTESâ€™ E ANALISTAS ALERTAM PARA POSSÃVEL INTENÃ‡ÃƒO DE PROLONGAR SEU PRÃ“PRIO MANDATO|AFP CHECAMOS|HTTPS://CHECAMOS.AFP.COM/DOC.AFP.COM.67W36CQ|FALSO|2025-07-25 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCTKXPH5AZE5US36YV1OIAYTYRNPDCW2VGY-WOR3_TMZLPECZND6|['Luiz InÃ¡cio Lula da Silva', 'EleiÃ§Ã£o', 'Mandato']
LULA DISSE QUE NÃƒO HAVERÃ ELEIÃ‡Ã•ES EM 2026|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/LULA-CHILE-NAO-TERA-ELEICOES-2026/|FALSO|2025-07-23 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCQUBBJONJGFROQJWEM29LJL5YEPUFVYFJB6UZIV2SF_Y_RDRLLP|['Luiz InÃ¡cio Lula da Silva', 'EleiÃ§Ã£o']
LUÃS ROBERTO BARROSO E EUA AGIRAM PARA COMPRAR CHIPS FRAUDULENTOS DE TAIWAN PARA ROUBAR VOTOS PARA LULA EM 2022|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/BARROSO-COMPROU-CHIPS-ADULTERADOS-TAIWAN-ROUBAR-VOTOS-LULA-FALSO/|FALSO|2025-08-14 07:00:00|HTTPS://ENCRYPTED-TBN3.GSTATIC.COM/IMAGES?Q=TBN:AND9GCTSQZK51XIX5P6NHEDLDGJZFDADPGC1BWRJWMXKSRYEIUC3PTY5|['LuÃ­s Roberto Barroso', 'Taiwan', 'VotaÃ§Ã£o', 'Luiz InÃ¡cio Lula da Silva', 'Circuito integrado', '2022', 'Estados Unidos']
EM VÃDEO, CELEBRIDADES DECLARAM APOIO A LULA EM 2026|PROJETO COMPROVA|HTTPS://PROJETOCOMPROVA.COM.BR/PUBLICA%C3%A7%C3%B5ES/DEEPFAKES-NO-TIKTOK-USAM-CELEBRIDADES-PARA-SIMULAR-APOIO-A-LULA-NAS-ELEICOES-DE-2026/|FALSO|2025-08-13 07:00:00||['Luiz InÃ¡cio Lula da Silva', 'Celebridade', 'VÃ­deo']
PT COMPROU FILIADOS COM R$ 100 NA QUADRA DA UNIDOS DA VILA KENNEDY|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/VIDEO-ESCOLA-DE-SAMBA-ELEICOES-INTERNAS-COMPRA-DE-FILIADOS-ENGANOSO/|FALSO|2025-07-24 07:00:00|HTTPS://ENCRYPTED-TBN1.GSTATIC.COM/IMAGES?Q=TBN:AND9GCT2KRXIC6NN7JKLV5PKKY8TXVUCYIS6LWOZNIPOC0SSRYXOD5SB|['Partido dos Trabalhadores', 'Partido dos Trabalhadores', 'Vila Kennedy', 'Unidos da Vila Kennedy']
DONALD TRUMP DECLAROU APOIO A BOLSONARO NAS ELEIÃ‡Ã•ES DE 2026 DURANTE EVENTO DA NASCAR|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/FALSO-DONALD-TRUMP-APOIO-JAIR-BOLSONARO-CORRIDA-FLORIDA/|FALSO|2025-05-22 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCQK1SWQVRFU7ODJRTIKCWDFMNASWJT_-W4DJIYEZJVHL5HFBIIC|['Donald Trump', 'Jair Bolsonaro', 'EleiÃ§Ã£o', 'NASCAR']
PRIMEIRO AMERICANO DA HISTÃ“RIA A TORNAR-SE PAPA. ROBERT FRANCIS PREVOST Ã‰ ELEITO PAPA.|OBSERVADOR|HTTPS://OBSERVADOR.PT/FACTCHECKS/FACT-CHECK-IMAGEM-DO-PAPA-LEAO-XIV-A-CUMPRIMENTAR-DONALD-TRUMP-E-VERDADEIRA/|FALSO|2025-05-21 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCTADCTWXJKK3C4HGBDESODJVXCPYDTK8HV0PR7JKSEAWXG2FU4Y|['Papa LeÃ£o XIV', 'Papa', 'Estados Unidos', 'EleiÃ§Ã£o']
CHEGA, DE ANDRÃ‰ VENTURA, VENCEU ELEIÃ‡ÃƒO EM PORTUGAL|AOS FATOS|HTTPS://WWW.AOSFATOS.ORG/NOTICIAS/E-FALSO-QUE-PARTIDO-DE-ANDRE-VENTURA-VENCEU-ELEICOES-EM-PORTUGAL/|FALSO|2025-05-19 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCQFSKENTWPAIAKG7OYLHE63TFJSGJIVWJDTCR0_4FMT0JU5FDHN|['AndrÃ© Ventura', 'Chega!', 'EleiÃ§Ã£o', 'Portugal']
ANDRÃ‰ VENTURA VENCEU A ELEIÃ‡ÃƒO EM PORTUGAL E AFIRMOU QUE VAI PROIBIR A ENTRADA DO PRESIDENTE BRASILEIRO LUIZ INÃCIO LULA DA SILVA NO PAÃS|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/ANDRE-VENTURA-VENCE-ELEICAO-PORTUGAL-VAI-PROIBIR-ENTRADA-LULA-ENGANOSO/|FALSO|2025-05-19 07:00:00|HTTPS://ENCRYPTED-TBN1.GSTATIC.COM/IMAGES?Q=TBN:AND9GCSXQPRBIQBJPS9AFT9N0CZ2CNJONMI74XVOE6VXKU5-3RHHLX-B|['AndrÃ© Ventura', 'Luiz InÃ¡cio Lula da Silva', 'EleiÃ§Ã£o', 'Presidente', 'Portugal', 'PaÃ­s', 'Brasil']
BOLSONARO DIZ QUE SE RECUSA ESTAR INELEGÃVEL E ANUNCIA CANDIDATURA PARA PRESIDÃŠNCIA EM 2026|ESTADÃƒO|HTTPS://WWW.ESTADAO.COM.BR/ESTADAO-VERIFICA/BOLSONARO-ANUNCIA-CANDIDATURA-2026-FALSO/|FALSO|2025-06-10 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCQYMH4NCKESFF_9XRQU2O6BUF_0N5NJKBG5MUZ_C-VSGRQRUUTY|['Jair Bolsonaro', 'Presidente do Brasil', 'Candidato']
DONALD TRUMP DECLAROU APOIO A JAIR BOLSONARO EM 2026|AOS FATOS|HTTPS://WWW.AOSFATOS.ORG/NOTICIAS/TRUMP-NAO-DECLAROU-APOIO-A-BOLSONARO-NAS-ELEICOES-DE-2026/|FALSO|2025-05-23 07:00:00|HTTPS://ENCRYPTED-TBN0.GSTATIC.COM/IMAGES?Q=TBN:AND9GCTD60QNX7XG2BNRGQMWQALJF9549PTEE7URAUZ9LO_7XGTQIEOM|['Jair Bolsonaro', 'Donald Trump', '2026']
ANDRÃ‰ VENTURA VENCE EM PORTUGAL E VAI PROIBIR A ENTRADA DE LULA NO PAÃS|AFP CHECAMOS|HTTPS://CHECAMOS.AFP.COM/DOC.AFP.COM.47LP8NP|FALSO|2025-05-21 07:00:00|HTTPS://ENCRYPTED-TBN1.GSTATIC.COM/IMAGES?Q=TBN:AND9GCR3TNSYSCMLKBGI1ICTHKPMDYR1J6IIOQ3KBCRGLXTCHMCJORI1|['AndrÃ© Ventura', 'Luiz InÃ¡cio Lula da Silva', 'Portugal', 'PaÃ­s']
